timestamp,object_id,rescue_text,image_path,cam_no
2024-11-21 21:35:41,2,구조요청 부탁드립니다,cam2/20241121_213541_2.jpg,2
2024-11-22 09:32:53,0,살려주십쇼,cam1/20241122_093253_0.jpg,1
